date,temperature,humidity,luminosity
2023-12-21 14:55:23.114,19.5,32.3,1265
2023-12-21 14:45:02.045,19.6,32.0,1358
2023-12-21 14:55:39.457,19.5,32.5,1263
2023-12-21 14:39:51.509,19.5,32.1,1358
2023-12-21 14:55:55.801,19.5,32.6,1270
2023-12-21 14:45:18.389,19.5,31.9,1354
2023-12-21 14:56:12.145,19.5,32.6,1271
2023-12-21 14:33:33.704,19.4,32.3,1355
2023-12-21 14:56:28.489,19.5,32.6,1280
2023-12-21 14:45:34.734,19.6,32.2,1357
2023-12-21 15:06:17.675,19.5,29.9,993
2023-12-21 14:40:07.853,19.5,32.2,1357
2023-12-21 15:06:38.019,19.6,29.7,992
2023-12-21 14:45:51.077,19.6,32.3,1351
2023-12-21 15:06:58.363,19.6,29.8,993
2023-12-21 14:36:06.896,19.5,32.3,1360
2023-12-21 15:07:18.706,19.6,30.0,993
2023-12-21 14:46:07.421,19.6,32.3,1353
2023-12-21 15:07:39.050,19.6,30.0,992
2023-12-21 14:40:24.196,19.6,31.9,1355
2023-12-21 15:07:59.394,19.6,30.2,992
2023-12-21 14:46:23.765,19.6,32.3,1356
2023-12-21 15:08:19.738,19.6,30.3,991
2023-12-21 14:34:22.736,19.4,32.7,1359
2023-12-21 15:08:40.082,19.7,30.4,988
2023-12-21 14:46:40.109,19.6,32.5,1354
2023-12-21 15:09:00.425,19.6,31.0,1403
2023-12-21 14:40:40.541,19.5,31.7,1359
2023-12-21 15:09:20.769,19.6,31.2,1402
2023-12-21 14:46:56.453,19.6,32.2,1351
2023-12-21 15:09:41.113,19.6,30.8,1406
2023-12-21 14:36:23.240,19.5,32.2,1356
2023-12-21 15:10:01.456,19.6,30.4,1408
2023-12-21 14:47:12.796,19.6,32.4,1353
2023-12-21 15:10:21.800,19.6,30.2,1412
2023-12-21 14:40:56.885,19.6,31.7,1362
2023-12-21 15:10:42.144,19.6,29.9,1409
2023-12-21 14:47:29.140,19.6,32.6,1356
2023-12-21 15:11:02.487,19.6,29.8,1418
2023-12-21 14:33:17.360,19.4,32.4,1357
2023-12-21 15:11:22.831,19.6,30.2,1422
2023-12-21 14:47:45.484,19.6,32.6,1313
2023-12-21 15:11:43.176,19.6,30.5,1417
2023-12-21 14:41:13.229,19.6,31.7,1357
2023-12-21 15:12:03.520,19.6,30.6,1425
2023-12-21 14:48:01.827,19.6,32.8,1312
2023-12-21 15:12:23.864,19.5,31.0,1473
2023-12-21 14:36:39.584,19.5,32.3,1358
2023-12-21 14:48:14.085,19.6,32.7,1308
2023-12-21 14:41:25.488,19.6,31.9,1356
2023-12-21 14:48:22.257,19.6,32.8,1311
2023-12-21 14:36:43.670,19.5,32.3,1359
2023-12-21 14:48:30.429,19.6,32.8,1310
2023-12-21 14:41:33.659,19.6,32.0,1358
2023-12-21 14:48:38.602,19.6,32.8,1309
2023-12-21 14:33:45.962,19.4,32.3,1357
2023-12-21 14:48:46.774,19.6,32.7,1311
2023-12-21 14:41:41.832,19.6,32.0,1355
2023-12-21 14:48:54.946,19.6,32.8,1266
2023-12-21 14:36:51.842,19.5,32.3,1360
2023-12-21 14:49:03.119,19.6,32.9,1269
2023-12-21 14:41:50.004,19.6,32.0,1357
2023-12-21 14:49:11.291,19.6,32.8,1268
2023-12-21 14:35:05.606,19.4,32.4,1357
2023-12-21 14:49:19.463,19.5,32.6,1269
2023-12-21 14:41:58.176,19.6,32.0,1361
2023-12-21 14:49:27.635,19.6,32.6,1267
2023-12-21 14:37:00.013,19.5,32.3,1358
2023-12-21 14:49:35.807,19.6,32.4,1269
2023-12-21 14:42:06.350,19.6,32.2,1356
2023-12-21 14:49:43.979,19.5,32.2,1271
2023-12-21 14:33:21.446,19.4,32.3,1356
2023-12-21 14:49:52.151,19.5,32.3,1268
2023-12-21 14:42:14.522,19.5,32.3,1355
2023-12-21 14:50:00.323,19.5,32.2,1270
2023-12-21 14:37:08.186,19.5,32.4,1355
2023-12-21 14:50:08.494,19.5,32.1,1265
2023-12-21 14:42:22.694,19.6,32.4,1360
2023-12-21 14:50:16.666,19.5,32.1,1273
2023-12-21 14:35:13.778,19.5,32.4,1356
2023-12-21 14:50:24.838,19.5,32.3,1271
2023-12-21 14:42:30.866,19.6,32.4,1358
2023-12-21 14:50:33.010,19.5,32.3,1277
2023-12-21 14:37:16.358,19.5,32.3,1353
2023-12-21 14:50:41.182,19.5,32.4,1274
2023-12-21 14:42:39.037,19.6,32.4,1358
2023-12-21 14:50:49.353,19.5,32.5,1278
2023-12-21 14:33:54.134,19.4,32.4,1356
2023-12-21 14:50:57.525,19.5,32.6,1274
2023-12-21 14:42:47.209,19.6,32.5,1356
2023-12-21 14:51:05.698,19.5,32.6,1269
2023-12-21 14:37:24.529,19.5,32.3,1359
2023-12-21 14:51:13.870,19.4,32.5,1266
2023-12-21 14:42:55.380,19.5,32.6,1360
2023-12-21 14:51:22.041,19.5,32.4,1273
2023-12-21 14:35:21.951,19.5,32.3,1355
2023-12-21 14:51:30.213,19.5,32.4,1265
2023-12-21 14:43:03.553,19.6,32.6,1354
2023-12-21 14:51:38.385,19.5,32.5,1271
2023-12-21 14:37:32.701,19.5,32.4,1358
2023-12-21 14:51:46.558,19.5,32.6,1276
2023-12-21 14:43:11.724,19.6,32.6,1355
2023-12-21 14:52:02.902,19.5,32.3,1270
2023-12-21 14:51:54.730,19.5,32.3,1267
2023-12-21 14:43:19.896,19.5,32.5,1357
2023-12-21 14:52:11.073,19.5,32.3,1268
2023-12-21 14:37:40.873,19.5,32.4,1359
2023-12-21 14:52:19.246,19.5,32.3,1266
2023-12-21 14:43:28.068,19.5,32.4,1352
2023-12-21 14:52:27.417,19.5,32.4,1275
2023-12-21 14:35:30.123,19.5,32.2,1357
2023-12-21 14:52:35.590,19.5,32.4,1272
2023-12-21 14:43:36.240,19.6,32.1,1354
2023-12-21 14:52:43.761,19.5,32.5,1277
2023-12-21 14:37:49.045,19.5,32.3,1358
2023-12-21 14:52:51.933,19.5,32.5,1274
2023-12-21 14:43:44.412,19.6,32.0,1350
2023-12-21 14:53:00.105,19.5,32.6,1277
2023-12-21 14:34:02.306,19.4,32.4,1360
2023-12-21 14:53:08.276,19.5,32.5,1274
2023-12-21 14:43:52.584,19.6,32.1,1355
2023-12-21 14:53:16.448,19.5,32.6,1274
2023-12-21 14:37:57.217,19.5,32.4,1357
2023-12-21 14:53:24.620,19.5,32.6,1270
2023-12-21 14:44:00.757,19.6,32.3,1356
2023-12-21 14:53:32.792,19.5,32.5,1271
2023-12-21 14:35:38.294,19.5,32.2,1356
2023-12-21 14:53:40.964,19.5,32.7,1273
2023-12-21 14:44:08.928,19.6,32.2,1354
2023-12-21 14:53:49.136,19.5,32.7,1273
2023-12-21 14:38:05.389,19.4,32.3,1356
2023-12-21 14:53:57.308,19.5,32.7,1273
2023-12-21 14:44:17.100,19.6,32.2,1355
2023-12-21 14:54:05.480,19.5,32.7,1272
2023-12-21 14:33:29.619,19.4,32.3,1359
2023-12-21 14:54:13.652,19.5,32.8,1268
2023-12-21 14:44:25.272,19.6,32.2,1354
2023-12-21 14:54:21.825,19.6,32.8,1270
2023-12-21 14:38:13.561,19.5,32.1,1361
2023-12-21 14:54:29.996,19.5,32.8,1269
2023-12-21 14:44:33.444,19.6,32.3,1354
2023-12-21 14:54:38.168,19.6,32.7,1270
2023-12-21 14:35:46.466,19.5,32.2,1356
2023-12-21 14:54:46.340,19.6,32.5,1268
2023-12-21 14:44:41.616,19.6,32.1,1358
2023-12-21 14:54:54.512,19.5,32.4,1269
2023-12-21 14:38:21.733,19.5,32.2,1361
2023-12-21 14:55:02.684,19.5,32.4,1273
2023-12-21 14:44:49.787,19.6,32.1,1355
2023-12-21 14:55:10.856,19.5,32.4,1268
2023-12-21 14:34:10.478,19.4,32.5,1356
2023-12-21 14:55:19.028,19.5,32.4,1269
2023-12-21 14:44:57.960,19.6,32.0,1359
2023-12-21 14:55:27.199,19.5,32.4,1264
2023-12-21 14:38:29.904,19.5,32.2,1361
2023-12-21 14:55:35.372,19.5,32.4,1265
2023-12-21 14:45:06.131,19.6,31.9,1353
2023-12-21 14:55:43.543,19.5,32.6,1275
2023-12-21 14:35:54.639,19.5,32.4,1359
2023-12-21 14:55:51.716,19.5,32.5,1267
2023-12-21 14:45:14.303,19.5,31.9,1357
2023-12-21 14:55:59.888,19.5,32.5,1273
2023-12-21 14:39:55.596,19.5,32.1,1352
2023-12-21 14:56:08.059,19.5,32.6,1269
2023-12-21 14:45:22.475,19.6,31.9,1354
2023-12-21 14:56:16.231,19.5,32.6,1277
2023-12-21 14:33:13.275,19.4,32.2,1360
2023-12-21 14:56:24.403,19.5,32.5,1274
2023-12-21 14:45:30.648,19.6,32.1,1353
2023-12-21 15:06:02.417,19.6,30.1,989
2023-12-21 14:40:03.767,19.5,32.1,1354
2023-12-21 15:06:12.589,19.5,30.0,992
2023-12-21 14:45:38.819,19.6,32.2,1352
2023-12-21 15:06:22.761,19.6,29.8,992
2023-12-21 14:36:02.810,19.5,32.2,1357
2023-12-21 15:06:32.933,19.5,29.8,992
2023-12-21 14:45:46.991,19.6,32.2,1354
2023-12-21 15:06:43.104,19.5,29.8,992
2023-12-21 14:40:11.939,19.5,32.1,1357
2023-12-21 15:06:53.276,19.6,29.8,993
2023-12-21 14:45:55.163,19.6,32.3,1352
2023-12-21 15:07:03.449,19.6,29.9,992
2023-12-21 14:34:18.650,19.5,32.6,1361
2023-12-21 15:07:13.620,19.6,30.0,992
2023-12-21 14:46:03.335,19.6,32.4,1356
2023-12-21 15:07:23.792,19.6,29.9,990
2023-12-21 14:40:20.111,19.5,31.8,1358
2023-12-21 15:07:33.964,19.6,29.9,989
2023-12-21 14:46:11.507,19.6,32.2,1350
2023-12-21 15:07:44.136,19.6,30.0,990
2023-12-21 14:36:10.982,19.5,32.3,1358
2023-12-21 15:07:54.308,19.6,30.2,987
2023-12-21 14:46:19.679,19.6,32.2,1354
2023-12-21 15:08:04.480,19.6,30.2,988
2023-12-21 14:40:28.283,19.6,32.0,1354
2023-12-21 15:08:14.652,19.6,30.4,988
2023-12-21 14:46:27.851,19.6,32.4,1355
2023-12-21 15:08:24.823,19.6,30.4,989
2023-12-21 14:33:37.790,19.4,32.3,1360
2023-12-21 15:08:34.995,19.6,30.4,991
2023-12-21 14:46:36.022,19.6,32.4,1352
2023-12-21 15:08:45.167,19.7,30.4,992
2023-12-21 14:40:36.455,19.6,31.8,1361
2023-12-21 15:08:55.339,19.6,30.8,1408
2023-12-21 14:46:44.195,19.6,32.5,1355
2023-12-21 15:09:05.511,19.6,31.1,1362
2023-12-21 14:36:19.154,19.5,32.2,1360
2023-12-21 15:09:15.683,19.6,31.4,1072
2023-12-21 14:46:52.367,19.6,32.3,1354
2023-12-21 15:09:25.855,19.6,31.0,1406
2023-12-21 14:40:44.627,19.5,31.6,1351
2023-12-21 15:09:36.027,19.6,30.9,1405
2023-12-21 14:47:00.538,19.6,32.2,1354
2023-12-21 15:09:46.199,19.6,30.7,1401
2023-12-21 14:34:26.823,19.4,32.6,1354
2023-12-21 15:09:56.371,19.6,30.5,1413
2023-12-21 14:47:08.711,19.6,32.3,1352
2023-12-21 15:10:06.541,19.6,30.4,1410
2023-12-21 14:40:52.799,19.5,31.6,1356
2023-12-21 15:10:16.714,19.6,30.2,1409
2023-12-21 14:47:16.882,19.6,32.3,1356
2023-12-21 15:10:26.886,19.6,30.2,1408
2023-12-21 14:36:27.326,19.5,32.3,1357
2023-12-21 15:10:37.058,19.6,30.0,1408
2023-12-21 14:47:25.055,19.6,32.5,1352
2023-12-21 15:10:47.229,19.6,29.9,1414
2023-12-21 14:41:00.971,19.6,31.6,1355
2023-12-21 15:10:57.401,19.6,29.9,1411
2023-12-21 14:47:33.226,19.6,32.5,1314
2023-12-21 15:11:07.574,19.6,29.9,1414
2023-12-21 14:33:05.103,19.4,32.4,1356
2023-12-21 15:11:17.746,19.6,30.0,1420
2023-12-21 14:47:41.398,19.6,32.6,1315
2023-12-21 15:11:27.917,19.6,30.1,1418
2023-12-21 14:41:09.143,19.6,31.6,1361
2023-12-21 15:11:38.090,19.6,30.4,1417
2023-12-21 14:47:49.570,19.6,32.6,1313
2023-12-21 15:11:48.262,19.6,30.6,1421
2023-12-21 14:36:35.498,19.5,32.2,1357
2023-12-21 15:11:58.434,19.6,30.8,1433
2023-12-21 14:47:57.742,19.6,32.6,1317
2023-12-21 15:12:08.607,19.6,30.7,1429
2023-12-21 14:41:17.316,19.6,31.7,1360
2023-12-21 15:12:18.778,19.6,30.9,928
2023-12-21 14:48:05.914,19.6,32.8,1315
2023-12-21 15:12:28.950,19.6,31.0,1472
2023-12-21 14:34:57.435,19.5,32.4,1358
2023-12-21 15:12:36.579,19.6,31.1,1470
2023-12-21 14:41:23.445,19.6,31.8,1357
2023-12-21 14:48:16.128,19.6,32.7,1312
2023-12-21 14:36:41.627,19.5,32.3,1360
2023-12-21 14:48:20.214,19.6,32.8,1313
2023-12-21 14:41:27.530,19.5,31.9,1357
2023-12-21 14:48:24.301,19.6,32.8,1313
2023-12-21 14:34:59.478,19.4,32.4,1361
2023-12-21 14:48:28.386,19.6,32.8,1315
2023-12-21 14:41:31.617,19.6,32.0,1358
2023-12-21 14:48:32.472,19.6,32.8,1310
2023-12-21 14:36:45.713,19.5,32.4,1355
2023-12-21 14:48:36.558,19.6,32.8,1315
2023-12-21 14:41:35.703,19.6,31.9,1361
2023-12-21 14:48:40.645,19.6,32.8,1309
2023-12-21 14:33:19.404,19.4,32.3,1354
2023-12-21 14:48:44.731,19.6,32.7,1314
2023-12-21 14:41:39.790,19.6,32.0,1359
2023-12-21 14:48:48.817,19.6,32.8,1308
2023-12-21 14:36:49.799,19.5,32.3,1358
2023-12-21 14:48:52.903,19.6,32.8,1264
2023-12-21 14:41:43.875,19.6,32.0,1357
2023-12-21 14:48:56.989,19.6,32.8,1263
2023-12-21 14:35:03.563,19.5,32.4,1356
2023-12-21 14:49:01.076,19.6,32.8,1266
2023-12-21 14:41:47.961,19.6,32.1,1356
2023-12-21 14:49:05.162,19.6,32.8,1262
2023-12-21 14:36:53.885,19.4,32.3,1357
2023-12-21 14:49:09.249,19.6,32.8,1266
2023-12-21 14:41:52.048,19.6,32.1,1358
2023-12-21 14:49:13.334,19.6,32.7,1266
2023-12-21 14:33:48.005,19.4,32.3,1360
2023-12-21 14:49:17.420,19.5,32.6,1267
2023-12-21 14:41:56.134,19.5,32.0,1360
2023-12-21 14:49:21.506,19.5,32.5,1265
2023-12-21 14:36:57.971,19.5,32.4,1356
2023-12-21 14:49:25.592,19.6,32.4,1266
2023-12-21 14:42:00.220,19.5,32.1,1360
2023-12-21 14:49:29.678,19.5,32.4,1262
2023-12-21 14:35:07.650,19.4,32.3,1358
2023-12-21 14:49:33.764,19.6,32.5,1267
2023-12-21 14:42:04.307,19.6,32.1,1356
2023-12-21 14:49:37.850,19.5,32.3,1267
2023-12-21 14:37:02.057,19.5,32.4,1358
2023-12-21 14:49:41.936,19.6,32.3,1271
2023-12-21 14:42:08.392,19.6,32.3,1360
2023-12-21 14:49:46.022,19.6,32.3,1268
2023-12-21 14:33:07.146,19.4,32.3,1356
2023-12-21 14:49:50.108,19.6,32.2,1272
2023-12-21 14:42:12.479,19.6,32.3,1357
2023-12-21 14:49:54.194,19.5,32.2,1270
2023-12-21 14:37:06.142,19.5,32.4,1355
2023-12-21 14:49:58.280,19.5,32.2,1270
2023-12-21 14:42:16.565,19.5,32.3,1356
2023-12-21 14:50:02.365,19.5,32.1,1270
2023-12-21 14:35:11.736,19.4,32.4,1355
2023-12-21 14:50:06.451,19.5,32.1,1264
2023-12-21 14:42:20.650,19.5,32.2,1358
2023-12-21 14:50:10.537,19.5,32.1,1269
2023-12-21 14:37:10.228,19.5,32.3,1358
2023-12-21 14:50:14.623,19.5,32.1,1277
2023-12-21 14:42:24.736,19.5,32.4,1359
2023-12-21 14:50:18.709,19.5,32.2,1269
2023-12-21 14:33:52.091,19.5,32.4,1359
2023-12-21 14:50:22.795,19.5,32.2,1271
2023-12-21 14:42:28.822,19.6,32.4,1356
2023-12-21 14:50:26.881,19.5,32.2,1275
2023-12-21 14:37:14.314,19.4,32.3,1361
2023-12-21 14:50:30.967,19.5,32.3,1276
2023-12-21 14:42:32.908,19.6,32.3,1360
2023-12-21 14:50:35.052,19.5,32.3,1276
2023-12-21 14:35:15.822,19.4,32.3,1358
2023-12-21 14:50:39.139,19.5,32.4,1274
2023-12-21 14:42:36.994,19.6,32.4,1360
2023-12-21 14:50:43.225,19.5,32.4,1273
2023-12-21 14:37:18.401,19.4,32.3,1354
2023-12-21 14:50:47.311,19.5,32.4,1277
2023-12-21 14:42:41.080,19.5,32.5,1359
2023-12-21 14:50:51.397,19.5,32.5,1278
2023-12-21 14:33:23.490,19.4,32.3,1357
2023-12-21 14:50:55.483,19.5,32.6,1275
2023-12-21 14:42:45.166,19.6,32.5,1359
2023-12-21 14:50:59.568,19.5,32.6,1272
2023-12-21 14:37:22.486,19.5,32.2,1356
2023-12-21 14:51:03.655,19.4,32.6,1270
2023-12-21 14:42:49.252,19.6,32.5,1357
2023-12-21 14:51:07.741,19.5,32.6,1269
2023-12-21 14:35:19.908,19.4,32.2,1353
2023-12-21 14:51:11.827,19.5,32.6,1269
2023-12-21 14:42:53.338,19.5,32.5,1358
2023-12-21 14:51:15.913,19.5,32.5,1268
2023-12-21 14:37:26.573,19.5,32.3,1354
2023-12-21 14:51:19.999,19.5,32.4,1273
2023-12-21 14:42:57.423,19.5,32.6,1357
2023-12-21 14:51:24.085,19.5,32.5,1277
2023-12-21 14:33:56.177,19.4,32.5,1356
2023-12-21 14:51:28.171,19.5,32.5,1269
2023-12-21 14:43:01.509,19.5,32.5,1355
2023-12-21 14:51:32.257,19.5,32.5,1267
2023-12-21 14:37:30.658,19.4,32.4,1357
2023-12-21 14:51:36.342,19.5,32.5,1270
2023-12-21 14:43:05.596,19.6,32.5,1352
2023-12-21 14:51:40.429,19.5,32.6,1272
2023-12-21 14:35:23.994,19.5,32.2,1357
2023-12-21 14:51:44.515,19.5,32.6,1275
2023-12-21 14:43:09.682,19.6,32.5,1354
2023-12-21 14:51:48.600,19.5,32.6,1268
2023-12-21 14:37:34.744,19.5,32.4,1354
2023-12-21 14:51:52.686,19.5,32.4,1265
2023-12-21 14:43:13.767,19.6,32.6,1355
2023-12-21 14:52:00.858,19.5,32.3,1269
2023-12-21 14:51:56.772,19.5,32.3,1267
2023-12-21 14:43:17.853,19.5,32.5,1357
2023-12-21 14:52:04.944,19.5,32.3,1267
2023-12-21 14:37:38.830,19.5,32.4,1357
2023-12-21 14:52:09.031,19.5,32.2,1266
2023-12-21 14:43:21.939,19.5,32.5,1356
2023-12-21 14:52:13.117,19.5,32.1,1268
2023-12-21 14:35:28.079,19.5,32.2,1353
2023-12-21 14:52:17.203,19.5,32.3,1269
2023-12-21 14:43:26.025,19.5,32.4,1352
2023-12-21 14:52:21.288,19.5,32.2,1266
2023-12-21 14:37:42.916,19.5,32.5,1355
2023-12-21 14:52:25.375,19.5,32.3,1268
2023-12-21 14:43:30.111,19.5,32.4,1354
2023-12-21 14:52:29.460,19.5,32.2,1277
2023-12-21 14:34:00.263,19.4,32.4,1359
2023-12-21 14:52:33.546,19.5,32.4,1275
2023-12-21 14:43:34.197,19.6,32.2,1354
2023-12-21 14:52:37.632,19.5,32.5,1273
2023-12-21 14:37:47.002,19.5,32.4,1357
2023-12-21 14:52:41.718,19.5,32.4,1276
2023-12-21 14:43:38.283,19.6,32.1,1354
2023-12-21 14:52:45.804,19.5,32.5,1275
2023-12-21 14:35:32.166,19.5,32.1,1355
2023-12-21 14:52:49.890,19.6,32.5,1273
2023-12-21 14:43:42.369,19.6,32.2,1354
2023-12-21 14:52:53.976,19.5,32.5,1275
2023-12-21 14:37:51.088,19.5,32.4,1357
2023-12-21 14:52:58.062,19.5,32.6,1276
2023-12-21 14:43:46.455,19.6,32.0,1351
2023-12-21 14:53:02.148,19.5,32.6,1276
2023-12-21 14:33:27.575,19.4,32.3,1359
2023-12-21 14:53:06.233,19.5,32.6,1274
2023-12-21 14:43:50.541,19.6,32.2,1353
2023-12-21 14:53:10.319,19.5,32.6,1273
2023-12-21 14:37:55.174,19.5,32.5,1355
