date,temperature,humidity,luminosity
2023-12-07 15:49:54.731,21.2,36.8,67
2023-12-07 15:49:53.732,21.2,36.8,68
2023-12-07 15:49:52.724,21.3,36.9,67
2023-12-07 15:49:51.721,21.3,36.9,67
2023-12-07 15:49:50.713,21.3,36.9,68
2023-12-07 15:49:49.709,21.3,36.9,68
2023-12-07 15:49:48.702,21.3,36.9,68
2023-12-07 15:49:47.702,21.3,36.9,68
2023-12-07 15:49:46.695,21.3,36.9,67
2023-12-07 15:49:45.691,21.3,36.9,67
2023-12-07 15:49:44.684,21.2,36.8,67
2023-12-07 15:49:43.680,21.2,36.8,68
2023-12-07 15:49:42.672,21.2,36.8,68
2023-12-07 15:49:41.672,21.2,36.8,67
2023-12-07 15:49:40.665,21.3,36.9,68
2023-12-07 15:49:39.662,21.3,36.9,68
2023-12-07 15:49:38.654,21.3,36.9,67
2023-12-07 15:49:37.650,21.3,36.9,67
2023-12-07 15:49:36.642,21.3,36.9,67
2023-12-07 15:49:35.643,21.3,36.9,67
2023-12-07 15:49:34.636,21.2,36.8,67
2023-12-07 15:49:33.631,21.2,36.8,67
2023-12-07 15:49:32.624,21.3,36.9,68
2023-12-07 15:49:31.621,21.3,36.9,68
2023-12-07 15:49:30.613,21.3,36.9,67
2023-12-07 15:49:29.614,21.3,36.9,67
2023-12-07 15:49:28.606,21.3,36.9,67
2023-12-07 15:49:27.602,21.3,36.9,67
2023-12-07 15:49:26.594,21.3,36.9,68
2023-12-07 15:49:25.591,21.3,36.9,68
2023-12-07 15:49:24.583,21.3,36.8,68
2023-12-07 15:49:23.584,21.3,36.8,68
2023-12-07 15:49:22.576,21.3,36.9,67
2023-12-07 15:49:21.573,21.3,36.9,67
2023-12-07 15:49:20.565,21.3,36.8,67
2023-12-07 15:49:19.561,21.3,36.8,67
2023-12-07 15:49:18.554,21.3,36.8,68
2023-12-07 15:49:17.554,21.3,36.8,68
2023-12-07 15:49:16.547,21.3,36.8,68
2023-12-07 15:49:15.543,21.3,36.8,68
2023-12-07 15:49:14.536,21.3,36.8,67
2023-12-07 15:49:13.532,21.3,36.8,68
2023-12-07 15:49:12.524,21.3,36.8,68
2023-12-07 15:49:11.524,21.3,36.8,68
2023-12-07 15:49:10.517,21.3,36.8,68
2023-12-07 15:49:09.513,21.3,36.8,67
2023-12-07 15:49:08.506,21.3,36.8,67
2023-12-07 15:49:07.502,21.3,36.8,67
2023-12-07 15:49:06.494,21.3,36.8,67
2023-12-07 15:49:05.495,21.3,36.8,67
2023-12-07 15:49:04.488,21.3,36.8,68
2023-12-07 15:49:03.484,21.3,36.8,67
2023-12-07 15:49:02.476,21.2,36.7,67
2023-12-07 15:49:01.472,21.2,36.7,67
2023-12-07 15:49:00.465,21.2,36.7,67
2023-12-07 15:48:59.465,21.2,36.7,67
2023-12-07 15:48:58.458,21.2,36.7,67
2023-12-07 15:48:57.454,21.2,36.7,67
2023-12-07 15:48:56.447,21.2,36.7,67
2023-12-07 15:48:55.444,21.2,36.7,67
2023-12-07 15:48:54.436,21.2,36.7,67
2023-12-07 15:48:53.436,21.2,36.7,68
2023-12-07 15:48:52.428,21.2,36.8,67
2023-12-07 15:48:51.425,21.2,36.8,67
2023-12-07 15:48:50.417,21.3,36.8,67
2023-12-07 15:48:49.414,21.3,36.8,67
2023-12-07 15:48:48.406,21.3,36.9,67
2023-12-07 15:48:47.407,21.3,36.9,67
2023-12-07 15:48:46.399,21.2,36.8,67
2023-12-07 15:48:45.395,21.2,36.8,67
2023-12-07 15:48:44.388,21.3,36.9,67
2023-12-07 15:48:43.384,21.3,36.9,67
2023-12-07 15:48:42.377,21.2,36.9,67
2023-12-07 15:48:41.377,21.2,36.9,67
2023-12-07 15:48:40.369,21.2,36.9,67
2023-12-07 15:48:39.366,21.2,36.9,67
2023-12-07 15:48:38.358,21.2,36.9,67
2023-12-07 15:48:37.355,21.2,36.9,67
2023-12-07 15:48:36.347,21.2,36.9,67
2023-12-07 15:48:35.347,21.2,36.9,67
2023-12-07 15:48:34.340,21.2,36.9,67
2023-12-07 15:48:33.336,21.2,36.9,67
2023-12-07 15:48:32.329,21.3,36.9,67
2023-12-07 15:48:31.325,21.3,36.9,67
2023-12-07 15:48:30.317,21.2,36.9,67
2023-12-07 15:48:29.318,21.2,36.9,67
2023-12-07 15:48:28.310,21.2,36.9,67
2023-12-07 15:48:27.307,21.2,36.9,67
2023-12-07 15:48:26.299,21.2,36.9,67
2023-12-07 15:48:25.296,21.2,36.9,67
2023-12-07 15:48:24.287,21.2,36.9,67
2023-12-07 15:48:23.288,21.2,36.9,67
2023-12-07 15:48:22.281,21.2,36.9,66
2023-12-07 15:48:21.277,21.2,36.9,68
2023-12-07 15:48:20.269,21.2,36.9,67
2023-12-07 15:48:19.266,21.2,36.9,67
2023-12-07 15:48:18.258,21.2,36.9,67
2023-12-07 15:48:17.259,21.2,36.9,67
2023-12-07 15:48:16.251,21.2,37.0,67
2023-12-07 15:48:15.247,21.2,37.0,67
2023-12-07 15:48:14.240,21.2,37.0,68
2023-12-07 15:48:13.240,21.2,37.0,68
2023-12-07 15:48:12.228,21.2,37.0,67
2023-12-07 15:48:11.229,21.2,37.0,68
2023-12-07 15:48:10.222,21.2,36.9,68
2023-12-07 15:48:09.218,21.2,36.9,68
2023-12-07 15:48:08.210,21.2,36.9,68
2023-12-07 15:48:07.211,21.2,36.9,68
2023-12-07 15:48:06.199,21.2,36.9,68
2023-12-07 15:48:05.199,21.2,36.9,68
2023-12-07 15:48:04.192,21.2,36.9,67
2023-12-07 15:48:03.188,21.2,36.9,67
2023-12-07 15:48:02.181,21.2,36.9,68
2023-12-07 15:48:01.181,21.2,36.9,68
2023-12-07 15:48:00.169,21.2,36.9,68
2023-12-07 15:47:59.170,21.2,36.9,68
2023-12-07 15:47:58.162,21.2,36.9,68
2023-12-07 15:47:57.159,21.2,36.9,68
2023-12-07 15:47:56.151,21.3,37.0,67
2023-12-07 15:47:55.151,21.3,37.0,68
2023-12-07 15:47:54.140,21.3,37.0,68
2023-12-07 15:47:53.140,21.3,37.0,68
2023-12-07 15:47:52.133,21.3,37.0,68
2023-12-07 15:47:51.129,21.3,37.0,68
2023-12-07 15:47:50.121,21.3,37.0,68
2023-12-07 15:47:49.122,21.3,37.0,68
2023-12-07 15:47:48.114,21.2,36.9,68
2023-12-07 15:47:47.111,21.2,36.9,68
2023-12-07 15:47:46.103,21.3,37.0,68
2023-12-07 15:47:45.100,21.3,37.0,68
2023-12-07 15:47:44.092,21.2,36.9,68
2023-12-07 15:47:43.092,21.2,36.9,68
2023-12-07 15:47:42.085,21.2,36.9,68
2023-12-07 15:47:41.081,21.2,36.9,68
2023-12-07 15:47:40.073,21.2,36.9,68
2023-12-07 15:47:39.070,21.2,36.9,68
2023-12-07 15:47:38.063,21.2,36.9,68
2023-12-07 15:47:37.063,21.2,36.9,68
2023-12-07 15:47:36.055,21.3,37.0,68
2023-12-07 15:47:35.052,21.3,37.0,68
2023-12-07 15:47:34.044,21.3,37.0,68
2023-12-07 15:47:33.041,21.3,37.0,68
2023-12-07 15:47:32.033,21.2,36.9,67
2023-12-07 15:47:31.033,21.2,36.9,67
2023-12-07 15:47:30.026,21.2,36.9,67
2023-12-07 15:47:29.022,21.2,36.9,67
2023-12-07 15:47:28.014,21.2,36.9,68
2023-12-07 15:47:27.010,21.2,36.9,68
